STATION,NAME,DATE,AWND,PRCP,TMAX,TMIN
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-02-15,,0.01,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-03-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-04-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-05-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-06-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-07-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-08-15,,0.03,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-09-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-10-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-11-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-12-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-13-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-14-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-15-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-16-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-18-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-19-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-20-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-21-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-22-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-23-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-24-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-25-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-26-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-28-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-29-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-30-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",07-31-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-01-15,,0.1,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-02-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-03-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-04-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-05-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-06-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-07-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-08-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-09-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-10-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-11-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-12-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-13-15,,0.2,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-14-15,,0.64,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-15-15,,0.75,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-16-15,,0.33,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-17-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-18-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-19-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-20-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-21-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-22-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-23-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-24-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-25-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-26-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-27-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-28-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-30-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",08-31-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-01-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-02-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-03-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-04-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-05-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-06-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-07-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-08-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-09-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-10-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-11-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-12-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-13-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-14-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-15-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-16-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-17-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-18-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-19-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-20-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-21-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-22-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-23-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-24-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-25-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-26-15,,0.02,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-27-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-28-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-29-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",09-30-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-01-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-02-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-03-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-04-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-05-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-06-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-07-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-08-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-09-15,,0.5,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-10-15,,0.01,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-11-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-12-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-13-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-14-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-15-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-16-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-17-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-18-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-19-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-20-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-21-15,,0.01,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-22-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-23-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-25-15,,,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",10-31-15,,,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-04-15,,0.37,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-06-15,,0.35,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-07-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-08-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-09-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-10-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-11-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-12-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-13-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-14-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-15-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-16-15,,0.04,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-17-15,,0.25,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-18-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-19-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-20-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-21-15,,0.01,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-22-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-23-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-24-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-25-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-26-15,,0.04,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-27-15,,0.18,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-28-15,,2.33,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-29-15,,0.15,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",11-30-15,,0.04,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-01-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-02-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-03-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-04-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-05-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-06-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-07-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-08-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-09-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-10-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-11-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-12-15,,0.01,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-13-15,,1.03,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-14-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-15-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-16-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-17-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-18-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-19-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-20-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-21-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-22-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-23-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-24-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-25-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-26-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-27-15,,0.21,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-28-15,,0.42,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-29-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-30-15,,0.03,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",12-31-15,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-02-16,,0.03,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-03-16,,0.78,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-04-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-05-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-06-16,,0.09,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-07-16,,0.06,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-08-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-09-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-10-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-11-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-12-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-13-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-14-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-15-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-16-16,,0.03,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-17-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-18-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-19-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-20-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-21-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-22-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-23-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-24-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-25-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-26-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-27-16,,0.07,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-28-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-29-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-30-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",01-31-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-01-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-02-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-03-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-04-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-05-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-06-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-07-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-08-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-09-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-10-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-11-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-12-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-13-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-14-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-15-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-16-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-17-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-18-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-19-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-20-16,,0.05,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-21-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-22-16,,0.01,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-23-16,,1.2,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-24-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-25-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-26-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-27-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-28-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",02-29-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-01-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-02-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-03-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-04-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-05-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-06-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-07-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-08-16,,0.04,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-09-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-10-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-11-16,,1,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-12-16,,0.6,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-13-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-14-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-15-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-16-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-17-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-18-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-19-16,,0.35,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-20-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-21-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-22-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-23-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-24-16,,0.25,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-25-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-26-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-27-16,,0.03,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-28-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-29-16,,0.01,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-30-16,,0.03,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",03-31-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-01-16,,0.59,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-02-16,,0.08,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-03-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-04-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-05-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-06-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-07-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-08-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-09-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-10-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-11-16,,0.04,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-12-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-13-16,,1.35,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-14-16,,0.01,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-15-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-16-16,,0.02,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-17-16,,0.08,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-18-16,,1.4,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-19-16,,1.3,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-20-16,,0.18,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-21-16,,0.02,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-22-16,,0.5,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-23-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-24-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-25-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-26-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-27-16,,0.56,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-28-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-29-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",04-30-16,,0.55,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-01-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-02-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-03-16,,0.02,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-04-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-05-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-06-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-07-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-08-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-09-16,,0.05,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-10-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-11-16,,0.85,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-12-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-14-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-15-16,,0.28,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-16-16,,0.36,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-17-16,,0.05,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-18-16,,1.95,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-19-16,,1.65,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-20-16,,0.82,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-21-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-22-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-23-16,,0.08,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-24-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-25-16,,0.02,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-26-16,,0.02,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-27-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-28-16,,0.02,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-29-16,,10.02,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-30-16,,0.9,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",05-31-16,,0.12,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-01-16,,0.06,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-02-16,,0.78,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-03-16,,0.01,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-04-16,,0.12,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-05-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-06-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-07-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-08-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-09-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-10-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-11-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-12-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-13-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-14-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-15-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-16-16,,0,,
US1TXKR0052,"CENTER POINT 2.2 NNE, TX US",06-17-16,,0,,
